Geo Point;Geo Shape;gid;num_materiel;type;insee;sens_orientation;orientation;tmjo_tv;tmjo_vl;tmjo_pl;hpm_tv;hps_tv;v85_vl;v85_pl;annee;semaine;orientation_av_2021;cdate;mdate
44.8437969, -0.5516719;"{""coordinates"": [-0.5516719, 44.8437969], ""type"": ""Point""}";3064;;COMPTAGE_ROUTIER;33003;1;NORD;1013;966;47;121;71;41.3;30.3;2021;du vendredi 10/12/2021 au jeudi 16/12/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8437969, -0.551712;"{""coordinates"": [-0.551712, 44.8437969], ""type"": ""Point""}";3065;;COMPTAGE_ROUTIER;33003;2;SUD;1406;1316;90;114;112;37.9;29.0;2021;du vendredi 10/12/2021 au jeudi 16/12/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8419519, -0.549356;"{""coordinates"": [-0.549356, 44.8419519], ""type"": ""Point""}";3067;;COMPTAGE_ROUTIER;33003;2;SUD;1633;1551;82;139;148;35.7;27.0;2021;du vendredi 10/12/2021 au jeudi 16/12/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8562089, -0.587047;"{""coordinates"": [-0.587047, 44.8562089], ""type"": ""Point""}";3073;;COMPTAGE_ROUTIER;33003;1;EST;892;887;5;115;52;30.3;26.1;2021;du jeudi 16/09/2021 au mercredi 22/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8243199, -0.56465;"{""coordinates"": [-0.56465, 44.8243199], ""type"": ""Point""}";3077;;COMPTAGE_ROUTIER;33003;2;OUEST;4864;4759;105;444;425;42.1;37.5;2021;du mardi 19/01/2021 au lundi 25/01/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8560959, -0.5848619;"{""coordinates"": [-0.5848619, 44.8560959], ""type"": ""Point""}";3082;;COMPTAGE_ROUTIER;33003;2;SUD_EST;1102;1086;16;123;87;44.2;37.4;2021;du lundi 03/05/2021 au dimanche 09/05/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8304459, -0.580907;"{""coordinates"": [-0.580907, 44.8304459], ""type"": ""Point""}";3085;;COMPTAGE_ROUTIER;33003;2;SUD;302;302;0;25;31;28.6;;2021;du jeudi 25/11/2021 au mercredi 01/12/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8304459, -0.580907;"{""coordinates"": [-0.580907, 44.8304459], ""type"": ""Point""}";3086;;COMPTAGE_ROUTIER;33003;2;SUD;327;327;0;24;35;27.9;;2021;du mercredi 08/09/2021 au mardi 14/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8431449, -0.5545549;"{""coordinates"": [-0.5545549, 44.8431449], ""type"": ""Point""}";3087;;COMPTAGE_ROUTIER;33003;1;NORD;949;947;2;108;104;17.0;17.0;2021;du vendredi 10/12/2021 au jeudi 16/12/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8466419, -0.62993;"{""coordinates"": [-0.62993, 44.8466419], ""type"": ""Point""}";3090;;COMPTAGE_ROUTIER;33003;1;NORD;4487;4392;95;313;440;51.8;39.8;2021;du vendredi 15/10/2021 au jeudi 21/10/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8466419, -0.62997;"{""coordinates"": [-0.62997, 44.8466419], ""type"": ""Point""}";3091;;COMPTAGE_ROUTIER;33003;2;SUD;5248;5151;97;544;458;49.1;33.3;2021;du vendredi 15/10/2021 au jeudi 21/10/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9431889, -0.6058839;"{""coordinates"": [-0.6058839, 44.9431889], ""type"": ""Point""}";3348;;COMPTAGE_ROUTIER;33003;2;OUEST;946;919;0;129;79;42.9;;2021;du lundi 29/03/2021 au dimanche 04/04/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9420319, -0.597316;"{""coordinates"": [-0.597316, 44.9420319], ""type"": ""Point""}";3349;;COMPTAGE_ROUTIER;33003;1;EST;598;558;40;36;72;62.0;49.5;2021;du lundi 29/03/2021 au dimanche 04/04/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9420719, -0.597316;"{""coordinates"": [-0.597316, 44.9420719], ""type"": ""Point""}";3350;;COMPTAGE_ROUTIER;33003;2;OUEST;745;701;44;114;57;59.7;54.7;2021;du lundi 29/03/2021 au dimanche 04/04/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9562039, -0.6093899;"{""coordinates"": [-0.6093899, 44.9562039], ""type"": ""Point""}";3351;;COMPTAGE_ROUTIER;33003;1;EST;233;232;1;14;23;47.3;45.5;2021;du vendredi 15/10/2021 au jeudi 21/10/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9440199, -0.6195279;"{""coordinates"": [-0.6195279, 44.9440199], ""type"": ""Point""}";3354;;COMPTAGE_ROUTIER;33003;;OUEST;3279;3236;43;201;372;48.7;44.4;2021;du mercredi 13/01/2021 au mardi 19/01/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9493039, -0.6031459;"{""coordinates"": [-0.6031459, 44.9493039], ""type"": ""Point""}";3355;;COMPTAGE_ROUTIER;33003;1;NORD_OUEST;1910;1896;14;126;270;48.3;41.5;2021;du lundi 03/05/2021 au dimanche 09/05/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9499889, -0.6047789;"{""coordinates"": [-0.6047789, 44.9499889], ""type"": ""Point""}";3358;;COMPTAGE_ROUTIER;33003;2;SUD_EST;1784;1778;6;251;107;48.9;45.4;2021;du lundi 03/05/2021 au dimanche 09/05/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9485019, -0.6055349;"{""coordinates"": [-0.6055349, 44.9485019], ""type"": ""Point""}";3359;;COMPTAGE_ROUTIER;33003;1;NORD;4909;4807;102;263;626;49.6;44.7;2021;du lundi 03/05/2021 au dimanche 09/05/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9485019, -0.6055749;"{""coordinates"": [-0.6055749, 44.9485019], ""type"": ""Point""}";3360;;COMPTAGE_ROUTIER;33003;2;SUD;4038;3958;80;515;282;52.5;48.3;2021;du lundi 03/05/2021 au dimanche 09/05/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8216349, -0.6078339;"{""coordinates"": [-0.6078339, 44.8216349], ""type"": ""Point""}";3362;;COMPTAGE_ROUTIER;33003;2;SUD;5021;4909;112;530;480;37.6;32.8;2021;du mercredi 13/10/2021 au mardi 19/10/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8017139, -0.6790059;"{""coordinates"": [-0.6790059, 44.8017139], ""type"": ""Point""}";3363;;COMPTAGE_ROUTIER;33003;1;EST;3003;2885;118;321;286;49.5;43.1;2021;du lundi 04/01/2021 au dimanche 10/01/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8017539, -0.679006;"{""coordinates"": [-0.679006, 44.8017539], ""type"": ""Point""}";3364;;COMPTAGE_ROUTIER;33003;2;OUEST;3009;2888;120;212;317;54.3;47.5;2021;du lundi 04/01/2021 au dimanche 10/01/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8021869, -0.6165109;"{""coordinates"": [-0.6165109, 44.8021869], ""type"": ""Point""}";3371;;COMPTAGE_ROUTIER;33003;2;SUD;5132;5042;91;561;500;49.6;47.7;2021;du lundi 03/05/2021 au dimanche 09/05/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8579059, -0.5916509;"{""coordinates"": [-0.5916509, 44.8579059], ""type"": ""Point""}";3243;;COMPTAGE_ROUTIER;33003;2;SUD;3679;3643;37;308;243;35.5;29.0;2021;du jeudi 16/09/2021 au mercredi 22/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8581319, -0.591598;"{""coordinates"": [-0.591598, 44.8581319], ""type"": ""Point""}";3244;;COMPTAGE_ROUTIER;33003;1;NORD;3300;3233;67;245;232;42.6;32.3;2021;du lundi 03/05/2021 au dimanche 09/05/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8608279, -0.589661;"{""coordinates"": [-0.589661, 44.8608279], ""type"": ""Point""}";3247;;COMPTAGE_ROUTIER;33003;2;SUD;2574;2479;95;313;219;38.3;36.2;2021;du jeudi 16/09/2021 au mercredi 22/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8606879, -0.589566;"{""coordinates"": [-0.589566, 44.8606879], ""type"": ""Point""}";3248;;COMPTAGE_ROUTIER;33003;1;NORD;4302;4209;93;374;434;43.6;37.4;2021;du lundi 03/05/2021 au dimanche 09/05/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8741729, -0.6828069;"{""coordinates"": [-0.6828069, 44.8741729], ""type"": ""Point""}";3251;;COMPTAGE_ROUTIER;33003;2;SUD;1624;1616;8;147;129;44.7;39.9;2021;du lundi 04/10/2021 au dimanche 10/10/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9129539, -0.6626769;"{""coordinates"": [-0.6626769, 44.9129539], ""type"": ""Point""}";3253;;COMPTAGE_ROUTIER;33003;2;OUEST;564;563;2;41;73;49.7;39.6;2021;du vendredi 17/09/2021 au jeudi 23/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9169049, -0.663443;"{""coordinates"": [-0.663443, 44.9169049], ""type"": ""Point""}";3265;;COMPTAGE_ROUTIER;33003;2;SUD;886;876;10;68;92;57.1;47.9;2021;du vendredi 17/09/2021 au jeudi 23/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9145019, -0.665895;"{""coordinates"": [-0.665895, 44.9145019], ""type"": ""Point""}";3267;;COMPTAGE_ROUTIER;33003;2;SUD;1130;1113;16;91;105;51.6;43.5;2021;du vendredi 17/09/2021 au jeudi 23/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9108059, -0.684617;"{""coordinates"": [-0.684617, 44.9108059], ""type"": ""Point""}";3269;;COMPTAGE_ROUTIER;33003;2;SUD;187;184;3;20;26;48.8;38.8;2021;du lundi 01/03/2021 au dimanche 07/03/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9051489, -0.6848839;"{""coordinates"": [-0.6848839, 44.9051489], ""type"": ""Point""}";3270;;COMPTAGE_ROUTIER;33003;1;NORD;206;204;2;12;24;42.4;31.0;2021;du lundi 01/03/2021 au dimanche 07/03/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9034169, -0.673727;"{""coordinates"": [-0.673727, 44.9034169], ""type"": ""Point""}";3273;;COMPTAGE_ROUTIER;33003;2;SUD;287;284;2;29;37;31.6;25.5;2021;du lundi 03/05/2021 au dimanche 09/05/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9066409, -0.675369;"{""coordinates"": [-0.675369, 44.9066409], ""type"": ""Point""}";3274;;COMPTAGE_ROUTIER;33003;1;EST;536;534;2;49;62;37.5;41.0;2021;du lundi 03/05/2021 au dimanche 09/05/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9066809, -0.675369;"{""coordinates"": [-0.675369, 44.9066809], ""type"": ""Point""}";3275;;COMPTAGE_ROUTIER;33003;2;OUEST;349;347;2;24;35;39.6;37.8;2021;du lundi 03/05/2021 au dimanche 09/05/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9490069, -0.529695;"{""coordinates"": [-0.529695, 44.9490069], ""type"": ""Point""}";3432;;COMPTAGE_ROUTIER;33003;;EST;86;76;10;4;7;58.5;58.6;2021;du lundi 13/12/2021 au dimanche 19/12/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9588809, -0.5277229;"{""coordinates"": [-0.5277229, 44.9588809], ""type"": ""Point""}";3435;;COMPTAGE_ROUTIER;33003;;OUEST;2;2;0;0;0;30.4;;2021;du lundi 13/12/2021 au dimanche 19/12/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8919349, -0.709063;"{""coordinates"": [-0.709063, 44.8919349], ""type"": ""Point""}";3437;;COMPTAGE_ROUTIER;33003;2;SUD_OUEST;345;344;0;61;27;17.0;;2021;du lundi 21/06/2021 au dimanche 27/06/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8991339, -0.7478609;"{""coordinates"": [-0.7478609, 44.8991339], ""type"": ""Point""}";3441;;COMPTAGE_ROUTIER;33003;2;SUD;8469;8314;155;895;642;56.8;51.5;2021;du vendredi 14/05/2021 au jeudi 20/05/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8920089, -0.7082009;"{""coordinates"": [-0.7082009, 44.8920089], ""type"": ""Point""}";3443;;COMPTAGE_ROUTIER;33003;2;SUD_EST;111;111;0;12;11;28.3;;2021;du lundi 21/06/2021 au dimanche 27/06/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9495159, -0.4678089;"{""coordinates"": [-0.4678089, 44.9495159], ""type"": ""Point""}";3449;;COMPTAGE_ROUTIER;33003;2;SUD;2719;2667;52;288;205;68.9;65.0;2021;du mercredi 06/01/2021 au mardi 12/01/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9455059, -0.4685869;"{""coordinates"": [-0.4685869, 44.9455059], ""type"": ""Point""}";3451;;COMPTAGE_ROUTIER;33003;2;SUD;2736;2683;53;292;209;75.2;68.4;2021;du mercredi 06/01/2021 au mardi 12/01/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8061139, -0.6016999;"{""coordinates"": [-0.6016999, 44.8061139], ""type"": ""Point""}";3454;;COMPTAGE_ROUTIER;33003;1;NORD;2152;2143;8;285;166;32.0;29.4;2021;du lundi 04/10/2021 au dimanche 10/10/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8062679, -0.6018859;"{""coordinates"": [-0.6018859, 44.8062679], ""type"": ""Point""}";3457;;COMPTAGE_ROUTIER;33003;2;OUEST;2386;2378;8;292;175;24.9;17.9;2021;du lundi 04/10/2021 au dimanche 10/10/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8043779, -0.5815659;"{""coordinates"": [-0.5815659, 44.8043779], ""type"": ""Point""}";3458;;COMPTAGE_ROUTIER;33003;1;EST;1473;1434;39;87;155;38.6;29.3;2021;du jeudi 18/03/2021 au mercredi 24/03/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.7929319, -0.582992;"{""coordinates"": [-0.582992, 44.7929319], ""type"": ""Point""}";3463;;COMPTAGE_ROUTIER;33003;2;SUD;1373;1370;3;167;103;48.9;42.3;2021;du mercredi 30/06/2021 au mardi 06/07/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8208099, -0.5840289;"{""coordinates"": [-0.5840289, 44.8208099], ""type"": ""Point""}";3467;;COMPTAGE_ROUTIER;33003;2;SUD_OUEST;1858;1800;58;173;190;27.9;26.8;2021;du vendredi 29/01/2021 au jeudi 04/02/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8008719, -0.584856;"{""coordinates"": [-0.584856, 44.8008719], ""type"": ""Point""}";3468;;COMPTAGE_ROUTIER;33003;1;NORD;7200;7072;128;666;853;48.1;42.1;2021;du lundi 15/03/2021 au dimanche 21/03/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8181029, -0.5835289;"{""coordinates"": [-0.5835289, 44.8181029], ""type"": ""Point""}";3470;;COMPTAGE_ROUTIER;33003;2;OUEST;1717;1716;1;202;140;27.9;17.0;2021;du lundi 03/05/2021 au dimanche 09/05/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8142979, -0.6006469;"{""coordinates"": [-0.6006469, 44.8142979], ""type"": ""Point""}";3474;;COMPTAGE_ROUTIER;33003;2;SUD;4680;4600;80;460;455;48.4;36.5;2021;du mardi 12/10/2021 au lundi 18/10/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8120729, -0.6006139;"{""coordinates"": [-0.6006139, 44.8120729], ""type"": ""Point""}";3476;;COMPTAGE_ROUTIER;33003;2;SUD;4756;4647;109;525;397;55.5;52.8;2021;du mercredi 13/10/2021 au mardi 19/10/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.7904039, -0.530055;"{""coordinates"": [-0.530055, 44.7904039], ""type"": ""Point""}";3480;;COMPTAGE_ROUTIER;33003;1;NORD;1783;1716;67;55;143;39.6;32.4;2021;du vendredi 29/01/2021 au jeudi 04/02/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.7690939, -0.528554;"{""coordinates"": [-0.528554, 44.7690939], ""type"": ""Point""}";3483;;COMPTAGE_ROUTIER;33003;2;SUD;4175;4165;10;195;474;70.5;71.7;2021;du mardi 29/06/2021 au lundi 05/07/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8842559, -0.6733409;"{""coordinates"": [-0.6733409, 44.8842559], ""type"": ""Point""}";3491;;COMPTAGE_ROUTIER;33003;1;EST;327;327;0;41;33;42.2;;2021;du mardi 02/03/2021 au lundi 08/03/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8787629, -0.671841;"{""coordinates"": [-0.671841, 44.8787629], ""type"": ""Point""}";3496;;COMPTAGE_ROUTIER;33003;1;EST;364;361;0;36;51;42.1;;2021;du mardi 02/03/2021 au lundi 08/03/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9152349, -0.6689989;"{""coordinates"": [-0.6689989, 44.9152349], ""type"": ""Point""}";3283;;COMPTAGE_ROUTIER;33003;1;NORD;9454;9220;234;550;900;49.3;45.5;2021;du vendredi 17/09/2021 au jeudi 23/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8797409, -0.5234679;"{""coordinates"": [-0.5234679, 44.8797409], ""type"": ""Point""}";3284;;COMPTAGE_ROUTIER;33003;1;EST;3105;3029;76;223;272;41.9;37.0;2021;du lundi 06/09/2021 au dimanche 12/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8740769, -0.52589;"{""coordinates"": [-0.52589, 44.8740769], ""type"": ""Point""}";3287;;COMPTAGE_ROUTIER;33003;2;SUD;1061;1058;3;116;103;44.9;38.3;2021;du lundi 06/09/2021 au dimanche 12/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8676569, -0.5197209;"{""coordinates"": [-0.5197209, 44.8676569], ""type"": ""Point""}";3292;;COMPTAGE_ROUTIER;33003;2;SUD;2264;2190;74;111;189;45.8;36.3;2021;du lundi 06/09/2021 au dimanche 12/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8734889, -0.5278439;"{""coordinates"": [-0.5278439, 44.8734889], ""type"": ""Point""}";3294;;COMPTAGE_ROUTIER;33003;2;OUEST;1775;1725;49;185;113;43.0;39.3;2021;du lundi 06/09/2021 au dimanche 12/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8706049, -0.5143399;"{""coordinates"": [-0.5143399, 44.8706049], ""type"": ""Point""}";3295;;COMPTAGE_ROUTIER;33003;1;EST;2341;2284;57;109;223;48.9;43.9;2021;du lundi 06/09/2021 au dimanche 12/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8706449, -0.51434;"{""coordinates"": [-0.51434, 44.8706449], ""type"": ""Point""}";3296;;COMPTAGE_ROUTIER;33003;2;OUEST;2247;2188;59;201;168;48.9;45.2;2021;du lundi 06/09/2021 au dimanche 12/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8790359, -0.499208;"{""coordinates"": [-0.499208, 44.8790359], ""type"": ""Point""}";3297;;COMPTAGE_ROUTIER;33003;1;NORD;1705;1641;64;75;202;39.6;35.8;2021;du lundi 06/09/2021 au dimanche 12/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8707539, -0.518142;"{""coordinates"": [-0.518142, 44.8707539], ""type"": ""Point""}";3301;;COMPTAGE_ROUTIER;33003;1;EST;298;298;0;18;36;39.1;;2021;du vendredi 28/05/2021 au jeudi 03/06/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8707939, -0.518142;"{""coordinates"": [-0.518142, 44.8707939], ""type"": ""Point""}";3302;;COMPTAGE_ROUTIER;33003;2;OUEST;208;208;1;18;14;33.5;37.0;2021;du vendredi 28/05/2021 au jeudi 03/06/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8690659, -0.5201549;"{""coordinates"": [-0.5201549, 44.8690659], ""type"": ""Point""}";3303;;COMPTAGE_ROUTIER;33003;1;NORD;289;288;1;20;31;30.2;28.5;2021;du vendredi 28/05/2021 au jeudi 03/06/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8690659, -0.5201949;"{""coordinates"": [-0.5201949, 44.8690659], ""type"": ""Point""}";3304;;COMPTAGE_ROUTIER;33003;2;SUD;220;219;1;11;19;30.0;27.5;2021;du vendredi 28/05/2021 au jeudi 03/06/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8732069, -0.520168;"{""coordinates"": [-0.520168, 44.8732069], ""type"": ""Point""}";3307;;COMPTAGE_ROUTIER;33003;1;NORD;6592;6550;43;392;598;30.1;32.1;2021;du lundi 06/09/2021 au dimanche 12/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8732069, -0.5202079;"{""coordinates"": [-0.5202079, 44.8732069], ""type"": ""Point""}";3308;;COMPTAGE_ROUTIER;33003;2;SUD;4464;4429;34;298;365;37.6;34.5;2021;du lundi 06/09/2021 au dimanche 12/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8691159, -0.512384;"{""coordinates"": [-0.512384, 44.8691159], ""type"": ""Point""}";3314;;COMPTAGE_ROUTIER;33003;1;NORD;5381;5294;87;357;507;48.4;42.2;2021;du lundi 06/09/2021 au dimanche 12/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8798809, -0.51608;"{""coordinates"": [-0.51608, 44.8798809], ""type"": ""Point""}";3316;;COMPTAGE_ROUTIER;33003;1;EST;7373;7314;58;616;591;51.2;45.2;2021;du lundi 06/09/2021 au dimanche 12/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8800359, -0.514666;"{""coordinates"": [-0.514666, 44.8800359], ""type"": ""Point""}";3317;;COMPTAGE_ROUTIER;33003;2;OUEST;8251;8155;96;792;586;53.8;46.0;2021;du lundi 06/09/2021 au dimanche 12/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8329179, -0.7680109;"{""coordinates"": [-0.7680109, 44.8329179], ""type"": ""Point""}";3325;;COMPTAGE_ROUTIER;33003;1;NORD;3276;3270;6;149;407;53.8;28.5;2021;du lundi 04/10/2021 au dimanche 10/10/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8479019, -0.757161;"{""coordinates"": [-0.757161, 44.8479019], ""type"": ""Point""}";3329;;COMPTAGE_ROUTIER;33003;1;NORD;445;418;27;50;10;43.2;32.3;2021;du mercredi 07/04/2021 au mardi 13/04/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8407509, -0.797957;"{""coordinates"": [-0.797957, 44.8407509], ""type"": ""Point""}";3333;;COMPTAGE_ROUTIER;33003;1;NORD;267;227;41;10;28;50.9;43.1;2021;du mercredi 07/04/2021 au mardi 13/04/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8407509, -0.797997;"{""coordinates"": [-0.797997, 44.8407509], ""type"": ""Point""}";3334;;COMPTAGE_ROUTIER;33003;2;SUD;260;219;41;24;20;49.2;43.8;2021;du mercredi 07/04/2021 au mardi 13/04/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8249869, -0.6266019;"{""coordinates"": [-0.6266019, 44.8249869], ""type"": ""Point""}";3336;;COMPTAGE_ROUTIER;33003;2;OUEST;2275;2249;26;85;220;45.3;38.8;2021;du vendredi 10/12/2021 au jeudi 16/12/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8290969, -0.6256269;"{""coordinates"": [-0.6256269, 44.8290969], ""type"": ""Point""}";3338;;COMPTAGE_ROUTIER;33003;2;OUEST;1968;1963;5;184;206;33.3;27.8;2021;du vendredi 10/12/2021 au jeudi 16/12/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8318459, -0.626174;"{""coordinates"": [-0.626174, 44.8318459], ""type"": ""Point""}";3339;;COMPTAGE_ROUTIER;33003;1;EST;3618;3544;73;378;437;38.6;29.5;2021;du vendredi 10/12/2021 au jeudi 16/12/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8219999, -0.6246919;"{""coordinates"": [-0.6246919, 44.8219999], ""type"": ""Point""}";3341;;COMPTAGE_ROUTIER;33003;1;NORD;1621;1599;22;160;186;26.2;19.3;2021;du vendredi 10/12/2021 au jeudi 16/12/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8155609, -0.600106;"{""coordinates"": [-0.600106, 44.8155609], ""type"": ""Point""}";3638;;COMPTAGE_ROUTIER;33003;1;EST;1404;1403;1;116;229;29.1;24.8;2022;du lundi 10/10/2022 au dimanche 16/10/2022;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8064919, -0.6025359;"{""coordinates"": [-0.6025359, 44.8064919], ""type"": ""Point""}";3641;;COMPTAGE_ROUTIER;33003;2;SUD;1601;1589;12;147;147;37.8;29.5;2022;du vendredi 14/10/2022 au jeudi 20/10/2022;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8080369, -0.604078;"{""coordinates"": [-0.604078, 44.8080369], ""type"": ""Point""}";3643;;COMPTAGE_ROUTIER;33003;1;EST;8149;8078;71;540;732;45.0;39.1;2022;du lundi 03/10/2022 au dimanche 09/10/2022;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8044659, -0.5925659;"{""coordinates"": [-0.5925659, 44.8044659], ""type"": ""Point""}";3648;;COMPTAGE_ROUTIER;33003;1;NORD;7282;7003;279;422;546;38.4;36.6;2022;du lundi 03/10/2022 au dimanche 09/10/2022;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8044429, -0.592795;"{""coordinates"": [-0.592795, 44.8044429], ""type"": ""Point""}";3649;;COMPTAGE_ROUTIER;33003;2;SUD;5993;5761;232;401;388;33.7;27.9;2022;du lundi 03/10/2022 au dimanche 09/10/2022;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
